name,r,a,s
bflh_r-P2,109.18164393349286,-53.654036121159486,280.4260768056559
bflh_r-P3,116.19820201869656,-50.016425365074575,271.3953612756447
bfsh_r-P2,117.38162572545357,-51.54722212777972,274.5663510445546
edl_r-P1,109.39409859820643,-37.49797639590432,209.01326006805087
edl_r-P2,115.05122189669433,0.4968650602312108,-46.961302087336136
ehl_r-P1,107.36737247120953,-35.85363031707242,173.43567827113108
ehl_r-P2,111.01695601607403,-15.20703103841948,38.38100386402894
ehl_r-P3,99.61082938849806,6.043160933033112,-40.565361008844974
fdl_r-P1,85.60729168900298,-21.611202456142948,147.5426014144997
fdl_r-P2,83.43621042926287,-26.70650462791248,-37.519261283055016
fhl_r-P1,106.54674863906887,-51.912002048608976,113.50362002794922
fhl_r-P2,88.12556275113499,-33.3584492654339,-40.20925600276844
grac_r-P2,50.98399669822672,-29.535696717645653,270.10960488948933
grac_r-P3,70.48503308271553,-13.423155358713966,252.27650822524075
perbrev_r-P1,114.41994007361512,-46.33018922234973,76.28862677201782
perbrev_r-P2,124.82889156518831,-46.313936972836146,-61.44476047648761
perbrev_r-P3,127.17158380860411,-40.7361498257863,-72.028087112784
perlong_r-P1,117.13835078158542,-42.861448875313265,189.21331533723998
perlong_r-P2,123.86962878069744,-44.0345366548995,-62.0694430196329
perlong_r-P3,125.77489853267308,-39.21389686019481,-72.98740581490127
recfem_r-P5,91.57594429294205,12.713652796042421,261.24355174549055
sart_r-P3,41.96676104721888,-34.520058925858685,276.1972149391221
sart_r-P4,55.49756778417843,-27.871780563279955,259.2381770136664
sart_r-P5,87.43505032480905,-5.029001224747127,243.01714186038373
semimem_r-P2,60.3353236840493,-41.17999015930999,274.4325164064992
semiten_r-P2,56.794845125642425,-42.71255537730186,266.0137282581174
semiten_r-P3,75.38556588867694,-14.20589331259116,245.30029085949556
soleus_r-P1,98.68974041126232,-27.367714959058997,231.45148583305715
tfl_r-P4,126.20811422252382,-13.77580307286165,279.1765708911998
tibant_r-P1,108.75286869902087,-7.7899197553183575,197.1099981457257
tibant_r-P2,105.42171167404496,1.038488363438153,142.14704815007437
tibant_r-P3,88.33998500587163,10.62386321601818,-37.22147603927985
tibpost_r-P1,99.55022922526766,-24.81445793555061,196.47213671733329
tibpost_r-P2,78.02588766208578,-24.608615204596756,-38.55844145751669
vasint_r-P5,92.58500621244748,12.519259407478003,261.1704453284482
vaslat_r-P5,97.8277508369631,11.62496515435374,260.9963769523285
vasmed_r-P5,84.42232572575992,13.201804624264645,260.72455295138474
