name,r,a,s,body,group
psoas_r-P1,42.82527412907439,-20.376571567514475,813.0272560116355,pelvis,muscle
psoas_r-P2,71.30802184424829,-6.918401301230915,696.2470092894728,pelvis,muscle
recfem_r-P1,95.82668253703378,-5.185354326054949,725.298380482498,pelvis,muscle
sart_r-P1,110.03872760253216,13.838212686539919,746.829736324733,pelvis,muscle
semimem_r-P1,77.47290486753445,-90.41647723930873,665.206006099459,pelvis,muscle
semiten_r-P1,68.18003822916216,-95.80720540574475,655.4609317580471,pelvis,muscle
tfl_r-P1,124.39336406839357,8.260652957236744,772.5288144235965,pelvis,muscle
addbrev_l-P1,-17.065737723284883,-9.608656345859345,663.5323627760336,pelvis,muscle
addlong_l-P1,-24.86914714862064,1.6489474203262944,665.8898726976149,pelvis,muscle
addmagDist_l-P1,-33.54775419951693,-61.67201735783965,646.1562573424308,pelvis,muscle
addmagIsch_l-P1,-38.097695656906694,-76.80391235708157,647.4253260753067,pelvis,muscle
addmagMid_l-P1,-22.395026205772638,-41.516137172922754,647.5047208625547,pelvis,muscle
addmagProx_l-P1,-10.490109202449844,-22.554840297580085,653.6296133855685,pelvis,muscle
bflh_l-P1,-61.60212742838013,-92.38966835368774,659.0237167235173,pelvis,muscle
glmax1_l-P1,-54.05324102505256,-73.61188058713014,805.1510389530522,pelvis,muscle
glmax1_l-P2,-75.66633737508528,-87.09977251785313,758.4695273020552,pelvis,muscle
glmax2_l-P1,-44.16957172835828,-89.38982959051646,787.6059802918389,pelvis,muscle
glmax2_l-P2,-80.21835767058201,-102.11084607613157,727.7837750256222,pelvis,muscle
glmax3_l-P1,-4.603291276322125,-125.0726161401617,735.801917318764,pelvis,muscle
glmax3_l-P2,-41.711454852233146,-106.4099811836204,662.3037807891415,pelvis,muscle
glmed1_l-P1,-105.26616789136278,-13.14373063894891,784.9068381750258,pelvis,muscle
glmed2_l-P1,-78.22607087329379,-41.388342777972866,812.2094322719349,pelvis,muscle
glmed3_l-P1,-60.25133928069954,-55.336393854158814,785.0654683748071,pelvis,muscle
glmin1_l-P1,-105.93838205075372,2.7702783157728845,760.5489486534789,pelvis,muscle
glmin2_l-P1,-92.43510413591503,-21.99551750125829,773.4393871269131,pelvis,muscle
glmin3_l-P1,-73.05226083060734,-41.82490759725624,754.7385352668207,pelvis,muscle
grac_l-P1,-18.81133682159725,-39.186427754531906,638.065805795919,pelvis,muscle
iliacus_l-P1,-77.76417485581806,-20.148876463303168,788.7948960512149,pelvis,muscle
iliacus_l-P2,-75.21434929763655,3.361542613594793,703.5120729155351,pelvis,muscle
piri_l-P1,-8.80717355458546,-85.01827733888058,767.7126814499861,pelvis,muscle
piri_l-P2,-57.106819940612695,-70.22439220992237,746.7519932797877,pelvis,muscle
psoas_l-P1,-35.26504621089043,-20.38691982711316,810.5435915504786,pelvis,muscle
psoas_l-P2,-53.54167499122332,-2.7216062881343532,694.7685108071164,pelvis,muscle
recfem_l-P1,-83.45682740837856,-4.752693541482586,723.3817950279627,pelvis,muscle
sart_l-P1,-95.29526666424863,12.241558099645772,744.1511690968036,pelvis,muscle
semimem_l-P1,-63.401697521813446,-86.17683455421866,663.1035798828889,pelvis,muscle
semiten_l-P1,-52.837175011379216,-91.66936131654802,653.7503805309498,pelvis,muscle
tfl_l-P1,-115.52637448900532,6.714141280932381,768.7647002196682,pelvis,muscle
bflh_l-P2,-105.35051907801244,-49.10808451619232,274.38026779583015,tibia_l,muscle
bflh_l-P3,-111.6203145014988,-44.18432659197424,265.1696020885911,tibia_l,muscle
bfsh_l-P2,-112.98858517376357,-45.3188507106679,268.4040004951785,tibia_l,muscle
edl_l-P1,-102.84562157299774,-33.63003109866986,198.58002120863057,tibia_l,muscle
edl_l-P2,-112.86887695076439,5.02525157405762,-51.598956666779486,tibia_l,muscle
ehl_l-P1,-101.3186287753033,-32.00591775032808,159.9555040081068,tibia_l,muscle
ehl_l-P2,-106.42651047942127,-9.874063994269818,29.281840819105128,tibia_l,muscle
ehl_l-P3,-95.12950228245609,7.957605291274376,-45.50350393026929,tibia_l,muscle
fdl_l-P1,-77.7876154585465,-22.204315965733258,132.17575419053173,tibia_l,muscle
fdl_l-P2,-72.65456432992505,-24.711665933777113,-42.15131138303332,tibia_l,muscle
fhl_l-P1,-105.49748302435546,-47.00456363460398,99.72614243055068,tibia_l,muscle
fhl_l-P2,-76.71094090696715,-29.941992505453527,-44.63893133878992,tibia_l,muscle
grac_l-P2,-44.19516522372078,-39.201780031304224,262.78212319207705,tibia_l,muscle
grac_l-P3,-57.95625646318467,-18.40336025225406,244.072484811928,tibia_l,muscle
perbrev_l-P1,-113.56840195436234,-39.589318394020665,64.65692239354394,tibia_l,muscle
perbrev_l-P2,-111.50013990010484,-34.777791348751634,-64.93480400273802,tibia_l,muscle
perbrev_l-P3,-116.3278072432222,-29.83984573825728,-75.26431637483984,tibia_l,muscle
perlong_l-P1,-112.19835996102256,-36.94711212295806,177.31810451689125,tibia_l,muscle
perlong_l-P2,-111.21629967720219,-33.037942872790154,-65.57314965803562,tibia_l,muscle
perlong_l-P3,-115.76056370086008,-28.91242726042401,-76.21548689550582,tibia_l,muscle
recfem_l-P5,-82.51613242771145,10.633779471972957,251.76664199326297,tibia_l,muscle
sart_l-P3,-36.08328181667002,-46.545017525728326,268.6245338206809,tibia_l,muscle
sart_l-P4,-48.339712053905714,-36.393341607341426,251.74558840322607,tibia_l,muscle
sart_l-P5,-73.2750151477428,-6.629737217022921,233.9041830717888,tibia_l,muscle
semimem_l-P2,-56.23240739068251,-48.65451280515117,267.6804968206234,tibia_l,muscle
semiten_l-P2,-53.043553742690165,-51.03800573902845,259.11419312740327,tibia_l,muscle
semiten_l-P3,-62.414211332006744,-18.092919498230913,236.7880294034021,tibia_l,muscle
soleus_l-P1,-90.43210455249698,-26.37951967274421,222.52291962442723,tibia_l,muscle
tfl_l-P4,-120.2556059978242,-8.20656822771707,271.43898097718375,tibia_l,muscle
tibant_l-P1,-97.5355829201958,-4.718051006930182,184.4434145274754,tibia_l,muscle
tibant_l-P2,-95.32296142644554,3.85291010121,126.04777452581402,tibia_l,muscle
tibant_l-P3,-90.1152760008481,9.39628068706952,-42.286928047515175,tibia_l,muscle
tibpost_l-P1,-89.91797272222857,-23.088654394174227,184.4300957104988,tibia_l,muscle
tibpost_l-P2,-67.30212800108711,-23.805063396837795,-43.20429997483916,tibia_l,muscle
vasint_l-P5,-84.64850806617642,10.524111818085657,251.69790668064707,tibia_l,muscle
vaslat_l-P5,-96.13011107179545,10.02952748638927,251.53518148115472,tibia_l,muscle
vasmed_l-P5,-69.56582298527428,10.362881211418426,251.20597317764623,tibia_l,muscle
bflh_r-P2,107.98759601726579,-52.91703437078104,280.33721780298765,tibia_r,muscle
bflh_r-P3,114.64163229329188,-49.20811292719736,271.32654953166093,tibia_r,muscle
bfsh_r-P2,115.77361539225694,-50.63726179042715,274.49045799952,tibia_r,muscle
edl_r-P1,105.71284781395843,-37.852124506243854,209.01298306396893,tibia_r,muscle
edl_r-P2,117.74991514244903,0.3215046902769245,-47.10037684983945,tibia_r,muscle
ehl_r-P1,104.7437850342867,-35.79262363331509,173.43148661914165,tibia_r,muscle
ehl_r-P2,111.20344990235026,-15.009052529174369,38.34800565695332,tibia_r,muscle
ehl_r-P3,103.26926235902647,3.993119863269385,-40.46442771507827,tibia_r,muscle
fdl_r-P1,84.60393159697196,-21.460914364055498,147.53093906220602,tibia_r,muscle
fdl_r-P2,79.69764361735724,-25.797270910756197,-37.38030040613194,tibia_r,muscle
fhl_r-P1,106.37389994613113,-51.833502226072596,113.49518707068455,tibia_r,muscle
fhl_r-P2,82.83844009420136,-32.24744209466735,-40.02669036683801,tibia_r,muscle
grac_r-P2,52.17340693387496,-30.525614225756726,270.0479806337844,tibia_r,muscle
grac_r-P3,68.43808541088038,-12.766663981528836,252.19631494774148,tibia_r,muscle
perbrev_r-P1,114.3523729841836,-46.097236376750516,76.28960164627279,tibia_r,muscle
perbrev_r-P2,114.2955325558869,-46.2691372227855,-60.9715517391287,tibia_r,muscle
perbrev_r-P3,118.7684532890562,-40.88674791599624,-71.64590699703331,tibia_r,muscle
perlong_r-P1,114.03406038042158,-42.97586210830195,189.21862552623134,tibia_r,muscle
perlong_r-P2,114.07835033512674,-44.037862886325456,-61.629928067923174,tibia_r,muscle
perlong_r-P3,118.20747607797966,-39.36009175336221,-72.64407721304633,tibia_r,muscle
recfem_r-P5,97.83416397121164,10.253833814393147,261.36132746509975,tibia_r,muscle
sart_r-P3,42.9197602540595,-35.9686133890209,275.853000079238,tibia_r,muscle
sart_r-P4,56.43970392946039,-28.701522412564373,259.21308912185305,tibia_r,muscle
sart_r-P5,84.08952541336657,-4.028449362653191,242.94189782368812,tibia_r,muscle
semimem_r-P2,61.530204867008706,-42.41671490743465,274.35679775631615,tibia_r,muscle
semiten_r-P2,57.88006597974936,-44.169094758224674,265.911193204136,tibia_r,muscle
semiten_r-P3,72.20381751247078,-13.404692319221795,245.21229092286558,tibia_r,muscle
soleus_r-P1,95.41192221007441,-27.962494463165058,231.45148480730313,tibia_r,muscle
tfl_r-P4,129.85031059720313,-15.517770109450794,279.33245539617565,tibia_r,muscle
tibant_r-P1,106.51185931363034,-7.503056831599679,197.0913945231623,tibia_r,muscle
tibant_r-P2,105.3493190677982,1.0018296780763194,142.13832696127065,tibia_r,muscle
tibant_r-P3,96.67814855783945,5.59714581706794,-36.9297869582897,tibia_r,muscle
tibpost_r-P1,95.59993385869893,-24.587723077405826,196.44680776343012,tibia_r,muscle
tibpost_r-P2,74.78293796297658,-23.69139531214023,-38.43701048506955,tibia_r,muscle
vasint_r-P5,99.82125604120029,9.664412780912244,261.32686814828776,tibia_r,muscle
vaslat_r-P5,110.60785742600001,6.547186082490953,261.3565707738089,tibia_r,muscle
vasmed_r-P5,85.45055089108428,12.879889386473224,260.6206925263832,tibia_r,muscle
