name,r,a,s
GasLat_at_shank_l,-75.37605254933001,-26.68794300512631,239.70452615741365
GasMed_at_shank_l,-75.37605254933001,-26.68794300512631,239.70452615741365
GR_at_condyles_l,-74.78991161734103,-22.109128787654004,289.074711457566
SM_at_condyles_l,-74.72567206127036,-20.226346274324445,289.183569156741
ST_at_condyles_l,-74.80431028695297,-21.163594021566126,288.6842661447185
BF_at_gastroc_l,-79.20368377811896,-73.70680713749337,249.51759873143592
