name,r,a,s,body,group
glmin2_l-P1,-92.43216101441067,-21.99816777650267,773.4382473108853,pelvis,muscle
glmin3_l-P1,-73.05049685408085,-41.826325546222506,754.7375972533919,pelvis,muscle
grac_l-P1,-18.805680478783643,-39.19143033060027,638.0569901564231,pelvis,muscle
iliacus_l-P1,-77.76397054060362,-20.15017491581966,788.7904185700027,pelvis,muscle
iliacus_l-P2,-75.2143494085949,3.3615426783435396,703.51207288347,pelvis,muscle
piri_l-P1,-8.802367712778505,-85.02035992676974,767.7139016884248,pelvis,muscle
piri_l-P2,-57.10716926861642,-70.22441309579881,746.7514927000375,pelvis,muscle
psoas_l-P1,-35.267929227899,-20.385656543563528,810.5375316371938,pelvis,muscle
psoas_l-P2,-53.54167495873844,-2.721606308925402,694.7685108465266,pelvis,muscle
recfem_l-P1,-83.45683335650574,-4.75268602264623,723.3818124497557,pelvis,muscle
sart_l-P1,-95.29526665337835,12.241558051729953,744.1511689764811,pelvis,muscle
semimem_l-P1,-63.39644293026049,-86.17951512595755,663.1047091402907,pelvis,muscle
semiten_l-P1,-52.84187786064376,-91.66654124946217,653.7501999107444,pelvis,muscle
tfl_l-P1,-115.52059965474837,6.711087717289047,768.7668675670648,pelvis,muscle
bflh_l-P2,-105.08327030460987,-49.0948672102968,274.36510084984457,tibia_l,muscle
bflh_l-P3,-111.3371805495799,-44.21188927945332,265.1937145717702,tibia_l,muscle
bfsh_l-P2,-112.71843604365404,-45.32460262197128,268.4257235437508,tibia_l,muscle
edl_l-P1,-102.96414645693403,-33.694867303580395,198.59715417813277,tibia_l,muscle
edl_l-P2,-112.86723441423237,5.028117411362473,-51.599386831871016,tibia_l,muscle
ehl_l-P1,-101.3415238892776,-32.2091062728141,159.96862857185442,tibia_l,muscle
ehl_l-P2,-106.42265028132897,-9.861869500455214,29.281546562562653,tibia_l,muscle
ehl_l-P3,-95.13013212826627,7.958633223955985,-45.503540207200786,tibia_l,muscle
fdl_l-P1,-77.67534091552443,-22.46733604153269,132.18109392488077,tibia_l,muscle
fdl_l-P2,-72.67262401965127,-24.71706636802992,-42.151832765435756,tibia_l,muscle
fhl_l-P1,-105.60339125429891,-47.01730435862555,99.72692989018287,tibia_l,muscle
fhl_l-P2,-76.73554970273835,-29.947283098328626,-44.63989576098356,tibia_l,muscle
grac_l-P2,-48.4431598791748,-40.17733979734476,262.8022926717895,tibia_l,muscle
grac_l-P3,-57.381123947097876,-18.89301358263765,244.0747360948062,tibia_l,muscle
perbrev_l-P1,-113.63153467136726,-39.54318876727484,64.65812048762746,tibia_l,muscle
perbrev_l-P2,-111.51328213237139,-34.778745034651365,-64.93548956805353,tibia_l,muscle
perbrev_l-P3,-116.32890678036347,-29.839739274641033,-75.26415807118974,tibia_l,muscle
perlong_l-P1,-112.35696126530547,-36.98723012449045,177.34424826950635,tibia_l,muscle
perlong_l-P2,-111.2258105499568,-33.03916650090832,-65.57416104948607,tibia_l,muscle
perlong_l-P3,-115.76056439299282,-28.912427287723403,-76.21548690793861,tibia_l,muscle
recfem_l-P5,-82.423402457468,10.578297845320776,251.76682800675735,tibia_l,muscle
sart_l-P3,-45.39087782183242,-45.350633167050546,268.61981239577653,tibia_l,muscle
sart_l-P4,-48.65056795658484,-39.50375083216932,251.7746272229724,tibia_l,muscle
sart_l-P5,-73.01902905937686,-6.736283321704832,233.90494592681353,tibia_l,muscle
semimem_l-P2,-61.15889117499728,-48.90196347858,267.6460059544788,tibia_l,muscle
semiten_l-P2,-57.86208024887219,-52.28875998186413,259.1220975647375,tibia_l,muscle
semiten_l-P3,-61.822402255691486,-18.719117744083633,236.79334358064807,tibia_l,muscle
soleus_l-P1,-90.43210173780085,-26.37952847511042,222.52292004394258,tibia_l,muscle
tfl_l-P4,-120.42843423895101,-8.194819822485442,271.4089805193553,tibia_l,muscle
tibant_l-P1,-97.4859118009299,-4.780468975644908,184.44422807514457,tibia_l,muscle
tibant_l-P2,-95.30325966452074,3.8228675821155775,126.04746634436924,tibia_l,muscle
tibant_l-P3,-90.11527609132463,9.396280770655721,-42.286928064848325,tibia_l,muscle
tibpost_l-P1,-89.78931768636448,-23.451844377210364,184.4388340431342,tibia_l,muscle
tibpost_l-P2,-67.32028475298284,-23.809711709822295,-43.20459138773367,tibia_l,muscle
vasint_l-P5,-84.57536053436206,10.476098008759436,251.6982721819768,tibia_l,muscle
vaslat_l-P5,-96.13012207215797,10.029523876859457,251.535180004641,tibia_l,muscle
vasmed_l-P5,-69.25266376138006,10.263181963920943,251.20820507346252,tibia_l,muscle
bflh_r-P2,107.31738851225782,-52.90063800713688,280.3208060148918,tibia_r,muscle
bflh_r-P3,114.04663380731472,-49.231436765840044,271.313856387922,tibia_r,muscle
bfsh_r-P2,115.13751530996524,-50.63758604925533,274.4771358912003,tibia_r,muscle
edl_r-P1,105.75494856710611,-37.89399243929074,209.0198218267742,tibia_r,muscle
edl_r-P2,117.75574593710917,0.3245350511861034,-47.10110142799931,tibia_r,muscle
ehl_r-P1,104.85654195687312,-35.97910160358879,173.4402093244462,tibia_r,muscle
ehl_r-P2,111.20601163171523,-14.994214254169492,38.347670690451196,tibia_r,muscle
ehl_r-P3,103.26969563023886,3.9940593242645264,-40.464587764870885,tibia_r,muscle
fdl_r-P1,84.7589655136253,-21.737884449248668,147.537246620519,tibia_r,muscle
fdl_r-P2,79.68369995245303,-25.80458207000629,-37.37913760467927,tibia_r,muscle
fhl_r-P1,106.3132197324303,-51.84794662563945,113.49769096494128,tibia_r,muscle
fhl_r-P2,82.81922972984466,-32.25442630395992,-40.025628324359786,tibia_r,muscle
grac_r-P2,59.49155636874707,-31.013270870651468,270.21367554153767,tibia_r,muscle
grac_r-P3,68.3632418858042,-13.213169409908005,252.1896672156654,tibia_r,muscle
perbrev_r-P1,114.27000310862059,-46.04262442904292,76.28934290815414,tibia_r,muscle
perbrev_r-P2,114.28144581256493,-46.26983576087514,-60.971307164876634,tibia_r,muscle
perbrev_r-P3,118.76693058297678,-40.88659403240308,-71.64594888217835,tibia_r,muscle
perlong_r-P1,114.02933163342459,-42.99286059376027,189.22664162647197,tibia_r,muscle
perlong_r-P2,114.06864953116747,-44.03892998455558,-61.629631038975276,tibia_r,muscle
perlong_r-P3,118.20747526973719,-39.36009176628431,-72.64407719721203,tibia_r,muscle
recfem_r-P5,97.76801675507522,10.20476248000341,261.36006214924055,tibia_r,muscle
sart_r-P3,54.85225179397628,-34.25435969547834,276.1551192900715,tibia_r,muscle
sart_r-P4,60.98530593711439,-31.328239657523227,259.26996593623517,tibia_r,muscle
sart_r-P5,83.91559381697243,-4.121283312808373,242.9374148850984,tibia_r,muscle
semimem_r-P2,68.2283260891495,-42.243252975007636,274.51046152057825,tibia_r,muscle
semiten_r-P2,65.65234345270574,-44.862734544003615,266.07840847663283,tibia_r,muscle
semiten_r-P3,72.25935989336449,-13.986510505303158,245.20669568091034,tibia_r,muscle
soleus_r-P1,95.41192734848119,-27.962503736824146,231.45148487113693,tibia_r,muscle
tfl_r-P4,130.129311443623,-15.502852630743291,279.3364505081572,tibia_r,muscle
tibant_r-P1,106.52464711875291,-7.54956127301557,197.09178382034406,tibia_r,muscle
tibant_r-P2,105.36070846479197,0.968368786823703,142.13820258761734,tibia_r,muscle
tibant_r-P3,96.67814847631962,5.5971458941930905,-36.92978698166371,tibia_r,muscle
tibpost_r-P1,95.79228517657248,-24.91826629199204,196.45445416151233,tibia_r,muscle
tibpost_r-P2,74.76924379014963,-23.697982607147424,-38.435848550872834,tibia_r,muscle
vasint_r-P5,99.77308100844493,9.622221456447733,261.32592171623946,tibia_r,muscle
vaslat_r-P5,110.60787723671365,6.547183031027089,261.35657104641905,tibia_r,muscle
vasmed_r-P5,85.15853216403139,12.786874890924082,260.61589019604435,tibia_r,muscle
