,body,name,location
0,femur_l,Gastroc_at_condyles_l,[ 0.00491409081854452 -0.3927539560294537   0.00087281465044682]
1,femur_l,KnExt_at_fem_l,[ 0.00317467500776376 -0.3854617207579414  -0.00160854935011082]
2,femur_l,AB_at_femshaft_l,[ 0.00384673572581732 -0.11332375938595332 -0.02378692911931095]
3,femur_l,AL_at_femshaft_l,[ 0.01517001207756495 -0.23238259593241845 -0.01257223800735108]
4,femur_l,AMprox_at_femshaft_l,[-0.00242315114142473 -0.0723962098657673  -0.01913271673537458]
5,femur_l,AMmid_at_femshaft_l,[ 0.00992149729192922 -0.1620065692977843  -0.0138008094769766 ]
6,femur_l,AMdist_at_femshaft_l,[ 0.01644424974394348 -0.2600582539914958  -0.0061505703961273 ]
7,femur_l,AMisch_at_condyles_l,[-0.02477748962981944 -0.3498476820721461  -0.00339665182596885]
8,femur_l,PECT_at_femshaft_l,[-0.00234968381592252 -0.08375928111542727 -0.02814000636585636]
