,body,name,location
0,tibia_r,GasLat_at_shank_r,[-0.0050707101451532  -0.06775208807654665 -0.00890229004224628]
1,tibia_r,GasMed_at_shank_r,[-0.0050707101451532  -0.06775208807654665 -0.00890229004224628]
2,tibia_r,GR_at_condyles_r,[-0.00020923429545877 -0.01887869903246033 -0.00445312817626044]
3,tibia_r,SM_at_condyles_r,[ 0.0017132871004124  -0.01869121119155844 -0.00456983288642663]
4,tibia_r,ST_at_condyles_r,[ 0.00076223618292591 -0.01923843935986596 -0.00449914412421515]
5,tibia_r,BF_at_gastroc_r,[-0.05392964993269184 -0.05945826392915243 -0.00414641856803498]
