,body,name,location
0,tibia_r,knee_r_center,[0. 0. 0.]
1,tibia_r,fibula_r_lat_malleol_tip,[-0.00842330932000798 -0.3937265419079223   0.02499545885439732]
2,tibia_r,tibia_r_med_malleol_tip,[ 0.01129038907520782 -0.3807574658428996  -0.02146419666842777]
3,tibia_r,ankle_r_lat,[-0.00618384376982175 -0.3722870063900416   0.04273862831287473]
4,tibia_r,ankle_r_med,[ 0.00855465407374579 -0.36696571484491225 -0.03496362599267603]
5,tibia_r,ankle_r_center,[ 0.00122237685705562 -0.3697881702444371   0.0040706356632386 ]
6,tibia_r,talus_r_center_in_tibia,[-0.00006139498816881 -0.38730816663651113  0.0000204657804761 ]
7,tibia_r,tibia_r_center,[ 0.                  -0.03164256301994613  0.                 ]
8,tibia_r,tibia_r_lat,[-0.00012053162447254 -0.03166235933670621  0.03920796148711207]
9,tibia_r,tibia_r_med,[-0.000125107026594   -0.03137921192806667 -0.03945648658523414]
10,tibia_r,tibia_r_epiph_yellow_anterior_plate,[ 0.01852559710395989 -0.02283744625031213 -0.00050030054232811]
11,tibia_r,tibia_r_epiph_yellow_patel_tend_point,[ 0.02704925013587204 -0.05486070096352302 -0.00334248913798451]
12,tibia_r,tibia_r_epiph_yellow_posteriormost,[-0.0233847247220723  -0.03560755413450767  0.00020569895306463]
13,tibia_r,tibia_r_ankle_yellow_anter,[ 0.0182130935190617  -0.3573884121052999  -0.00013590147176036]
14,tibia_r,tibia_r_epiph_green_medial_lower_epiph,[-0.00028318740674268 -0.05345618017814104 -0.02143840523636588]
15,tibia_r,fibula_r_as,[-0.00285374220412517 -0.05880480444192639  0.01877064490858475]
16,tibia_r,tibia_r_midshaft_anter,[ 0.02015963211822829 -0.18313456937030018  0.00588143365599668]
17,tibia_r,tibia_r_midshaft_poster,[-0.00382950772807804 -0.1840244615894909  -0.00598362141493004]
18,tibia_r,fibula_r_midshaft_anter,[-0.01380724622052685 -0.18509552865919254  0.02318679000016091]
19,tibia_r,tibia_r_anter_diaph_25,[ 0.02455941220241638 -0.08983683016215278  0.00855618035027328]
20,tibia_r,tibia_r_anter_diaph_75,[ 0.01649249099200206 -0.2866685448737828   0.00258646737245673]
21,tibia_r,fibula_r_anter_diaph_75,[-0.00984591381832515 -0.28790176310530374  0.02010377933762598]
