,body,name,location
0,femur_r,Gastroc_at_condyles_r,[ 0.00458274815899079 -0.38317986023742107 -0.00033901904923373]
1,femur_r,KnExt_at_fem_r,[ 0.00314306150831891 -0.37600315010031404  0.00175886214292241]
2,femur_r,AB_at_femshaft_r,[ 0.00304762862140094 -0.11188204076295273  0.02543978375470484]
3,femur_r,AL_at_femshaft_r,[ 0.01574980555060338 -0.22823577256076566  0.01510446691923355]
4,femur_r,AMprox_at_femshaft_r,[ 0.0009713540403034  -0.07122113994665513  0.01949825778663157]
5,femur_r,AMmid_at_femshaft_r,[ 0.00842201976599103 -0.16004377204655482  0.01711809734724726]
6,femur_r,AMdist_at_femshaft_r,[ 0.01714125644725882 -0.2549686309592464   0.00863137229154371]
7,femur_r,AMisch_at_condyles_r,[-0.02193839355380946 -0.34351137869106935  0.00151192611230216]
8,femur_r,PECT_at_femshaft_r,[-0.00016264214774059 -0.08221738873276568  0.02844369798307234]
